Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
192,Chai Coffee Charcha,4.2,"Cafe, North Indian, Chinese, Pizza, Burger, Sandwich",700,pune,nice
193,BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,The coffee was cold 
194,BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,"Amazing place to hangout with friends, speciality - Cakes, pastries, Cold coffee, Fries and other snacks, actually everything. ❤️"
195,BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,Bice - The cake shop one stop destination for your customisable cakes. Started by two girls they have relentlessly worked hard to bring the standards where others can reach only in their dreams.Keep up the good work
196,McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,The delivery partner doesn't have change he gave me less money and got him a cigarette with my money
197,McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,awesome I'm lovin it but opens late at morning not like Mumbai open early at 7 morning Pune is very lazy ppl
198,McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,Paid Rs555 for 2 half cups. is this a joke? I need my money back
199,Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,food wasn't tasty and they mixed all kinda pasta when i order Alfredo. also found hair in the food
200,Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,Not a good service at all.
201,Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,Single use plastic container and straw was used.Would appreciate if this could be replaced with something more sustainable
202,Gold Rush Cafe,3.9,"Cafe, Fast Food, Beverages, Desserts, Shake",650,pune,Good taste price worth food.Comfortable seats 🙂Good serviceMany extra items are added to taste now
203,Gold Rush Cafe,3.9,"Cafe, Fast Food, Beverages, Desserts, Shake",650,pune,Best quality and tasty food as well as fresh food i am satisfied with quality and freshness of food.
204,Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,It said it opens till midnight so i went there and it was closed at 10.15 only. Update the timing. Never gonna come and do not recommend to anybody 
205,Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,"Guys! You must visit this place. Interior is nice,they made use feel welcomed. In time service and the food they serve here is fresh and taste amazing!!🤤"
206,Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,It's a very welcoming cafe. The hosts there are very funny and interactive. Timely service and also Covid Protocols Followed gently.
207,Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,"This is an amazing cafe for students near Cummins college road, Karvenagar. Affordable prices with great menu. Cozy little place, nicely decorated from inside.🤩Food is very good and staff people are very polite.😇I liked the french fries and coffee ☕"
208,Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,Cafe was good n place was good to go with your love ones 
209,Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,It is a small and cozy place. The French fries with peri peri they serve here are the best. It is a must try. The cold coffee is not that great but the Iced tea here is good.
210,Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,"awful packing, the coffee was all spilled in the container of the so called bun maska( ??) no where the coffee tasted hazelnut neither the hot chocolate.. "
211,Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,"food was sent utter cold, not a single piece of it was hot"
212,Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,This is the best place in Nibm when it comes to ambience and service. The food is also amazing at a pretty decent price. Love this place ♥️
213,Cream And Crush,3.7,"Cafe, Sandwich, Fast Food, Beverages, Shake",250,pune,Service is really nice... I Njoyed a lot with my frnds there.. Staff is also polite... 😊 my first prefered cafe in this area.. Coffee and all other items we can get here is good in quality also.. And also the Pocket frndly🙌.. 
214,Cream And Crush,3.7,"Cafe, Sandwich, Fast Food, Beverages, Shake",250,pune,I love spicy food so 1 of my friend got me to this place to taste Peri Peri Fries.. It was amazingly Spicy.. The one who likes Spicy fries should definitely visit this place.. (Pocket friendly Cafe)
215,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,"My friend visited this outlet yesterday to eat Veg masala grilled sandwich, burgers, fries & Anjeer mastani.. taste was good, masala inside sandwich was normal. Rest food were fine in taste wise"
216,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,"Staff is rude and uncooperative . Food is also not good . After eating here I had vomiting for 2 days and GIT infection. The service is also very slow. There are insects everywhere with flying abilities, so they can sit on your plate anytime! The place is also very unhygienic"
217,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,The food here is very tasty .i like to visit this place every time i am out . The cava here is the BEST ... must try .. the combos are amazing ... the maggi nornal cheeze and the vegetable all the very amazing . I like to eat here . The fries here are very nice and a lot in quantity !! Must visit ! !!
218,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,Visited This place yesterday... Nice place to hangout with your friends ordered cawa crush and 1 combo both were decent like the taste staff very polite... 
219,Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,"Ordered Oreo shake and cheese fries...good quality. And taste is yummy ...must visit,❤️...love to visit again"
220,Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,found a hair strand in 1st bite. spoiled my mood. taste is also not good 
221,Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,"best cafe i have ever visited/ordered proper maintained hygiene,feedback taken on every order to improve quality  "
222,Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,miss the whipped cream
223,Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,Tasteless food and worst cold coffee ever
224,Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,"in store dining and online delivery product taste quality is different, you can do better."
225,Cafe Time Out,New,"Cafe, Coffee, Fast Food, Pizza, Burger, Sandwich, Shake, Beverages",450,pune,Good in taste 👍👍
226,Aptez Dosa Cafe,-,"South Indian, Maharashtrian, Cafe",400,pune,It wasn't cooked properly & wasn't even fresh.
227,Aptez Dosa Cafe,-,"South Indian, Maharashtrian, Cafe",400,pune,"test is worst,"
228,GoodFellas Cafe,4.5,"Cafe, Fast Food, Italian, Desserts, Beverages, Coffee",650,pune,"This is the first time I have ever left a Cafè in tears of JOY, and in a state pure BLISS! This place completely transformed for me the whole idea of what food is, the ritual of eating, and how moods transforms ingredients into art. In short, I cannot recommend it highly enough, even if a table can be hard to come by. Bring on 2022!"
229,GoodFellas Cafe,4.5,"Cafe, Fast Food, Italian, Desserts, Beverages, Coffee",650,pune,"Well worth any wait, I rarely rate restaurants but GoodFellas is absolutely one of a kind. Couldn’t ask for a more genuine experience, money can’t buy life experience. Truly UNBELIEVABLE, thanks for making the world a better place."
230,GoodFellas Cafe,4.5,"Cafe, Fast Food, Italian, Desserts, Beverages, Coffee",650,pune,"I have been there some time back and really amazed by the ambience .This is a small cute place for just eat and read books ,hang out with friends.I have ordered these three things and they are truly amazing.1. Alfredo Pasta 2. Bubble Tea3. WaffleIt was a nice experience 👍"
231,Impresso Espresso Coffee,-,"Cafe, Pizza, Burger, Pasta, Fast Food, Beverages",500,pune,awesome 
232,Impresso Espresso Coffee,-,"Cafe, Pizza, Burger, Pasta, Fast Food, Beverages",500,pune,Nice Service N Very Very Good Food Quality..
233,Monk & Mongoose Cafe,-,"Cafe, Fast Food, Beverages, Sandwich",350,pune,Food is very tasty . Service is very good and professional.  To sum up a awesome experience .........
234,Monk & Mongoose Cafe,-,"Cafe, Fast Food, Beverages, Sandwich",350,pune,I tried the Mango and strawberry milkshake here we were impressed the consistency was thick and it tasted so good. Newly opened and first try didn't disappoint 😃 will visit again and try out other options as well
235,Coffee Saaz,-,"Cafe, Fast Food, Sandwich, Coffee, Desserts, Beverages",300,pune,"The restaurant has the most unprofessional and unhygienic packing for their cold coffees.They sent 3 cold coffees and fries in a flimsy paper bag ...which tore while the delivery guy was handing over our order and the entire order - 3 cold coffees...spilled all over our doorstep. We took 20 minutes just to clean the mess that all the coffee made.... we had to wipe the place down thrice to ensure that it was all clean - to avoid having ants all over the place.So , it's safe to say that we can't comment on the taste because it was all on the floor.You need to improve your packing ...cold coffees in a flimsy paper bag is a big No No.And it cost us our evening ... so a refund was also...read more"
236,Cafe Imbibe,-,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages",600,pune,Burger was too good...
237,Cafe Imbibe,-,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages",600,pune,I love their sandwiches
238,Maverick & Farmer Coffee,3.3,"Cafe, Beverages",500,bangalore,"Sad to see service at one of my favourite spots go down this badly. The drinks are still good, but one may as well get it home delivered. 1) there was only 1 fan working in the downstairs section and no fans on the second level. 2) I'm not sure why there needs to be such loud music when the atmosphere would be so much better without it. 3) The staff never get the order in one go. "
239,Maverick & Farmer Coffee,3.3,"Cafe, Beverages",500,bangalore,food is bland and horrible especially the breakfast menu. the owners have no empathy towards the customers. the chicken sandwich which was supposed to have sundried tomatoes and olives was instead filled with cheese and normal tomatoes and jalapenos and the cold brew was tasteless with little flavour of coffee.  would definitely avoid
240,Vedic Chai,3.5,"Cafe, Tea",600,bangalore,The ginger chai and palak corn sandwich are just amazing. Quiet ambience and good service. Good place to work. 
241,Vedic Chai,3.5,"Cafe, Tea",600,bangalore,Horrible service. The incharge is very rude. Doesn’t know how to talk to the customers.
242,Conçu,New,"Cafe, Fast Food",500,bangalore,I tried -bagel cream cheese 4/5-edamame fava beans toast 5/5 (such a different combination but it all tastes so good together)-peach melba iced tea 5/5 so so refreshing; chunks of raspberries great taste Overall a great place with a great vibe Cant wait to try more things on the menu
243,Conçu,New,"Cafe, Fast Food",500,bangalore,"I ordered a box of 6 brownies, they usually come in a box.. but they just wrapped it around plastic and sent it"
244,Conçu,New,"Cafe, Fast Food",500,bangalore,went out for lunch at concu... it was really good n the host were warm welcoming and the service was excellent 
245,Mitico Coffee Roasters,4.3,"Cafe, Continental, Italian, Burger, North Indian, Salad, Shake, Beverages","1,100",bangalore,had a great time here
246,Casa Fresco By Tea Brew,4,"Cafe, Continental, American, Pasta, Momos, Beverages, Bubble Tea, Burger",950,bangalore,"If you are not hungry and want to pass time at a nice Cafe, then this is your go to place. make sure you eat nicely before going here, because most of the items are tasteless or uncooked or presented in a way you won't want to eat. "
247,Casa Fresco By Tea Brew,4,"Cafe, Continental, American, Pasta, Momos, Beverages, Bubble Tea, Burger",950,bangalore,"The taste of pasta is very bad, its like they have just put the boil pasta in the sauce, the pasta itself has no flavour"
248,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Tom Kha Chicken Soup here is a flavor explosion! Creamy, fragrant, and packed with tender chicken and aromatic herbs. The coconut milk base adds a wonderful richness that's perfectly complemented by the hints of lemongrass and galangal. "
249,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Just had the Shanghai Hot & Sour Soup at this restaurant and it was fantastic! The balance of flavors was spot on - tangy, spicy, and loaded with fresh ingredients. Loved the touch of authenticity in every spoonful. A definite must-try for soup enthusiasts!"
250,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore, Tomato Basil Soup warmed my heart and my taste buds. The rich tomato base combined with the fragrant basil notes resulted in a comforting and flavorful bowl. A perfect choice to lift your spirits on a chilly day.
251,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Salmon & Creamcheese Bagel offered a taste of luxury in every mouthful. The creamy cream cheese paired impeccably with the smoked salmon, creating a balanced and upscale combination. "
252,Cafe Azzure,3.9,"Cafe, Continental, Mexican, Italian, Fast Food, Desserts, Beverages","1,400",bangalore,"Refused zomato gold since its independence day, stupid service"
253,SLAY Coffee Bar,4.8,"Cafe, Coffee, Beverages, Desserts, Bakery, Sandwich, Shake",400,bangalore,"Slay was good when until last year. Now their quality has gone down completely. Maybe they are trying to save costs but it has ruined the coffee completely. Even with an extra espresso shot, the coffee I received was extremely weak. The coffee didn’t taste or had caffeine at all. Slay has done a pathetic job in maintaining the uniqueness they came into the market with. Please don’t waste your money by ordering."
254,Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"The ambiance at the restaurant has a wonderful and inviting atmosphere, creating a pleasant dining experience. The service is exceptional, with attentive and friendly staff who make you feel well taken care of during your meal."
255,Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"Rooftop restaurant - one of the best in class. Hospitality is a hit and miss, sometimes good sometimes bad but overall I'd take it. Thank you..Recommend to everyone. "
256,Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,Good place with excellent ambience and excellent service. Food was also tasty.Will definitely order again... Thank you....Maintained proper hygienic. 
257,Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,Its a wonderful place and a must visit.Must say that it's not a pocket friendly but yes worth for each penny you pay....Definitely visit again. 
258,Kana By Coffee Mechanics,New,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"Had an incredible brunch at Kana with a friend today and I would highly recommend the karaage chicken and grilled chicken burger! And if the delicious food isn’t enough, the quiet and serene ambience will surely make your day. The staff was especially accommodating and friendly, making our overall experience super enjoyable!"
259,Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"What kind of cafe takes more than an hour of making just a cafe mocha? This place is a sham, uses the same place as little Italy restaurant. Imagine you being here for coffee and people are having their Italian meals. Ordered coffee which dint come, the french toast was soggy, milkshake watery. Avoid."
260,Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"I visited that place the day before yesterday we not knew about Tutto Bene it was my Frist experience i really loved it the fabulous thing is all the items are new concept, specially i recommend the items name cheesy masala it is simply in one word awesome 👍 we differently visit again and again."
261,Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"From the moment you step into Tutto Bene, you're instantly transported into a dessert wonderland. The quaint and whimsical decor perfectly matches the charm of this boutique dessert shop, making every visit an absolute delight.Their selection is nothing short of breathtaking, with an array of beautifully crafted desserts, from rich and moist cakes to delightfully flaky pastries, and some of the most creatively presented cheesecakes I've ever seen. Every dessert not only appeals to the taste buds but is also a visual treat, reflecting the shop's commitment to quality and presentation.The standout for me has to be their signature lotus biscoff cheesecake – Each bite sends a burst of...read more"
262,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,ruth. she is the best waitress you could ever ask for. she makes the hookah the besttt
263,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,The place is really great and the ambience too and especially the staff here are very good especially Sapu and Kimi Thank you soo much for the great service!
264,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,good restaurants nice staff specially staff name nitolu very such gud guy
265,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,Great Ambiance and food. superb service and hospitality from Ms Ruth and Alitywill definitely visit again :)
266,Cool Street,New,"Cafe, Coffee, Ice Cream, Desserts, Juices, Shake, Beverages",400,bangalore,happy with the service
267,The Coffee Brewery,4.3,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages","1,400",bangalore,This place has an amazing. Food is also amazing. perfect place if you want to spend some good and quite time with your friends. They have a bunch of games as well that you can play with your friends. 
268,The Coffee Brewery,4.3,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages","1,400",bangalore,"White pasta , veg cheese meggy and all item's is very good.Toffe nut latte, cappuccino and all hot coffee and cold coffee is very nice."
269,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,"We arrived and placed our order at 3:30, but it took a whole 45 minutes for the first item to be delivered. The gnocchi pesto pasta was disappointing, with the gnocchi resembling mush and lacking any texture. Our order of ratatouille was more akin to mixed vegetables, rather than the traditional dish. Thankfully, the drinks were nice, providing a solitary redeeming factor. A mix-up occurred where our gnocchi pasta was initially delivered to the wrong table, then subsequently brought to us. This was an unacceptable mistake. Overall, Farmhouse used to be a quality restaurant, but its standards have evidently declined. Sadly, I don't see it making a comeback. It's done."
270,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,"Usually, this dish is made in a tomato based gravy. We have been buying this from the last 2 years from this restaurant. Atleast once a month. This was the first time that the dish was bad. Seems like they ran out of the tomato gravy so just sent roasted veggies. Disappointing."
271,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,food is awfully 
272,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,We keep coming back here because of the food and the ambience. This place is kid-friendly and the staff is very courteous. 
273,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,Nice place with soothing ambience . the staff were courteous and humble. We had Margherita pizza with BLT Sandwitch + mango milkshake + brownie with ice cream. shakes were ok but overpriced. BLT Sandwitch portion size was good but it was dry to the pallate. The brownie prepared had just right balance of sugar. loved it and must try. Overall price for above menu costed between Rs 1700 - Rs 1900.Cheers !
274,Secret Spot Cafe,4,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",700,bangalore,"Worst ever experience in Bangalore, peri peri fries were just red chilli fries, pasta had a weird taste, the staff didn’t know anything."
275,Secret Spot Cafe,4,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",700,bangalore,There was cockroach on the sofa and it came on the table as well.
276,HumbleBean Coffee,4,"Cafe, Coffee, Beverages, Bakery, Desserts, Healthy Food, ",650,bangalore,"Hello HumbleBean Coffee, It's my humble request to change the name of Orissa(old) to Odisha(new) since it's been a decade the name has gotten a new touch yet many people aren't aware of it. Kudos to your wonderful team and the ambience is fabulous. In the home blend section, the part where you mentioned Koraput coffee under Orissa(old), please do change it to Odisha. 🤜🤛 let's Humbleeee!!!"
277,The Coffee House,4,"Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",600,bangalore,good 
278,Fresh Pressery Cafe,4.2,"Cafe, Healthy Food, Fast Food, Sandwich, Beverages, Desserts","1,400",bangalore,the taste of the acai bowl was horrible 
279,Fresh Pressery Cafe,4.2,"Cafe, Healthy Food, Fast Food, Sandwich, Beverages, Desserts","1,400",bangalore,Got the wrong order
280,TROT - The Republic Of Taste,New,"Cafe, Coffee, Beverages, Salad, Mexican, Desserts",450,bangalore,"value for money , good quantity and quality, best packaging, "
281,Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,"We ordered Sloppy Joe chicken burger, chicken club sandwich and Vietnamese coffee. Rating the food for the convenience of the fellow foodies:Sloppy Joe: For all the spicy food lovers, this is recommended as it is amazingly good but bit on the spicer side. (Image attached🍔)Chicken Club Sandwich: It has non spicy and mild taste. I recommend this to all the sandwich lovers. It is huge and tasty. Good to satisfy the hunger of two. (Forgot to capture the picture as I was too hungry😅)Vietnamese coffee: Needs Improvement, nothing like the real vietnamese coffee. Bit bitter."
282,Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,"Packaging was different, didn’t like the new packaging"
283,Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,I visited this pretty Italian restaurant to catchup with a friend. The interiors are quite aesthetic and they have a separate smoking sitting area. We started with some shakes and mocktails which were nice. Then we had the farmhouse pizza which was loaded with veggies and tasted pretty good. We were in a hurry and couldn’t try any more items but their desserts also looked quite tempting. The service was also good.
284,Blue Tokai Coffee Roasters,4.3,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Burger, Sandwich","1,200",bangalore,"as always the packaging was very hygienic with sustainable material,food was hearty but the rating is because for me the mustard was a bit more in the wrap which was making it more tangy than needed."
285,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,Perfect place for pet lovers . I mean this place has definitely got that cute vibe where you cannot sit idle you will just keep enjoying the vibe and the pets around the food is delicious with multi cuisine servedWide menu allows to choose fromIt’s one place for everythingToy shopPet clinic and a pet cafeJust loved it must visit
286,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,I have been passing this area for quite sometimes and I always wanted to visit.First I have cats with me so I feel like this is a good place to groom my cats and the food look delicious and I am right about it….Nikita has helped me understand a lot about the in and outs of the grooming area and they even have their own consultation doctor..they have a cafe as well…and I really enjoy my Vietnamese drinks….it’s so yum…I feel like this would  be a good place to wait if you take your pets for grooming…Ajit was the best person to connect with food…and everyone have the most friendliest character..I will come and visit soon
287,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,"The staff was friendly and welcoming, and my dog was treated like a VIP. We tried the orange drink, coffee, latte, veg rolls, Japanese fried rice, and basil noodles, and everything was delicious. The cafe also has a wide variety of pet toys, food, and veterinary services, so it's a great one-stop shop for pet lovers."
288,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,taste was not good ckn is very less qry 
289,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,It was that great
290,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,Received the wrong order and was unable to reach the restaurant
291,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"My visit to 2.0 Drinks Cafe was nothing short of fantastic. The ambience, delicious food, and delightful drinks made it a memorable outing. I highly recommend this cafe to anyone looking for a place to relax, enjoy good company, and indulge in scrumptious meals. I'll definitely be coming back for more of their mouthwatering offerings!"
292,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,I order paneer tikka pizza and mango milkshake from the 2.0 drink. I got my one of the best experience. It is value for money
293,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,The best place for hanging out with family and friends. The Mexican pizza is just amazing you can't get over it. The Korean ambience makes this place more beautiful. Do visit and treat yourself 😺
294,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,Do yourself a favor and visit this lovely restaurant in JP nagar  4th phase.. The service is unmatched.The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best pizza and brownie with Ice cream made my day . Recommended to all age groups specially Korean and BTS fans will enjoy the interior Korean design. 
295,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"What a delicious pizza it was just waooo , thanks 2.0 for timely delivery . Your new approach to give pizza a new test was just great. Wrap that was loaded with that soft panners was awesome. Must try there Maxican pizza and smoothies they are best in them. There new approach to present food in Korean packaging style will just touch Korean movie lovers and with that  deliciousness will mesmerize you. Thanks 2.0 for making my birthday memorable. "
296,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,lot of serving and value for money and taste wise no food soda or food colour was added ...best food must try their biryani 😋
297,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,delicious 😋 biryani 
298,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"worst 😔 test, There is no  difference between Soup and curry, Dosa its not a normal dosa lemon flavour dosa ..."
299,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"Crackers Cafe is newly opened cafe in KoramangalaThey serve Andhra-style cuisine.They have both veg as well as non veg menu.They serve delectable starters, idly,chickencurry,Dosa,burgers and much moreClean and hygienic preparationLively ambience.Friendly staffBest place for those who love Andhra-style food at affordable prices.Highly recommended. Must visit."
300,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,"Attended here for the celebration of popular Instagram page Bangalore explorers 2.0 on completion of 10k followers.Earlier they were serving only continental breakfast and now they serve other breakfast options also, it's a small cafe with Andhra style dishes. From idly, dosas and paddus with lot's of non-veg and veg options. It's a recently opened cute little place serving various dishes at affordable price. Available on Swiggy and Zomato too.."
301,Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,"A Perfect Blend of Fun and Flavor - A Must-Try Spot for Board Game Enthusiasts:Nestled along the bustling double road, Green Bean Coffee's very own food paradise, offering an exciting blend of fun-filled activities, great ambiance, and delightful food, has become a go-to destination for families and friends looking to spend quality time together. Whether you're a board game enthusiast or simply looking for a unique dining experience, this place has got you covered.Ambiance:The moment you step in, the inviting ambiance of Green Bean Coffee's food haven will capture your heart. With both indoor and outdoor seating options, you can choose your preferred spot. The highlight of the place...read more"
302,Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,basil sauce was very spicy..hardly any paneer in the rice
303,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,"@qmincafe has 14 outlets in Bengaluru & counting.. My top picks would be almond croissant, pinwheel paneer sandwich and lemon iced tea.Another highlight of the place is its vibrant set up with colourful walls, cozy corners and beautiful outdoors too. Follow @qmincafe on Insta or login to @qminapp page for regular updates on new items and offers."
304,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,"Food was too oily.There was no “ginger” in the ginger tea.One of the worst places to be.Chai point is opposite this, save your time and go there if you are craving for a tea."
305,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,Excellent
306,Moto Store & Café,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,"pizza base was not of good quality as well as one pizza had very less cheese.earlier my experience used to be good with moto cafe but this time , i was disappointed "
307,Moto Store & Café,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,nice food taste and ambiance. 
308,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,no soya in soya chilli. pathetic food. waste of money.
